OPE ID,School,State,Zip Code,School Type,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements
00107100,ARIZONA WESTERN COLLEGE,AZ,853658847,PUBLIC, 512 , 513 ," $16,85,728.00 ",559," $9,19,907.00 ", 251 , 254 ," $7,76,648.00 ",278," $4,22,728.00 ", 4 , 4 ," $30,000.00 ",5," $18,000.00 ", -   , -   , $-   ,0, $-   
00107200,COCHISE COLLEGE,AZ,856076190,PUBLIC, 316 , 317 ," $11,41,297.00 ",320," $5,78,609.00 ", 114 , 116 ," $4,03,204.00 ",117," $2,04,516.00 ", 1 , 1 ," $10,613.00 ",1," $5,307.00 ", -   , -   , $-   ,0, $-   
00107400,GRAND CANYON UNIVERSITY,AZ,850173030,PROPRIETARY," 8,007 "," 8,094 "," $4,21,16,651.00 ","8,094"," $1,80,64,078.00 "," 9,095 "," 9,264 "," $7,28,70,253.00 ","9,265"," $3,04,87,786.00 ", 72 , 74 ," $7,76,736.00 ",74," $4,07,531.00 ", 4 , 4 ," $30,887.00 ",4," $14,877.00 "
00107600,GLENDALE COMMUNITY COLLEGE,AZ,853023090,PUBLIC," 1,179 "," 1,198 "," $41,82,993.00 ","1,203"," $21,57,448.00 ", 245 , 253 ," $11,84,662.00 ",258," $6,15,160.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00107700,MESA COMMUNITY COLLEGE,AZ,852024866,PUBLIC," 3,417 "," 3,476 "," $1,19,35,503.00 ","3,542"," $63,64,575.00 "," 1,630 "," 1,722 "," $73,27,961.00 ","1,782"," $39,39,285.00 ", 19 , 19 ," $1,66,537.00 ",19," $83,720.00 ", -   , -   , $-   ,0, $-   
00107800,PHOENIX COLLEGE,AZ,850134234,PUBLIC," 1,319 "," 1,330 "," $46,27,480.00 ","1,337"," $23,75,880.00 "," 1,021 "," 1,089 "," $47,28,307.00 ","1,092"," $24,18,969.00 ", 2 , 2 ," $17,026.00 ",2," $8,513.00 ", -   , -   , $-   ,0, $-   
00107900,YAVAPAI COLLEGE,AZ,863013297,PUBLIC, 298 , 301 ," $9,36,991.00 ",302," $4,77,336.00 ", 280 , 286 ," $10,77,756.00 ",286," $5,41,753.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00108300,UNIVERSITY OF ARIZONA (THE),AZ,857210066,PUBLIC," 9,458 "," 9,624 "," $5,01,16,849.00 ","9,717"," $2,60,36,623.00 "," 8,859 "," 9,442 "," $6,44,99,184.00 ","9,499"," $3,32,10,103.00 "," 1,626 "," 1,679 "," $2,54,73,090.00 ","1,689"," $1,29,65,747.00 ", 373 , 401 ," $60,34,912.00 ",401," $30,77,534.00 "
00446700,TUCSON COLLEGE,AZ,857113781,PROPRIETARY, 3 , 3 ," $6,226.00 ",3," $4,476.00 ", 3 , 3 ," $9,538.00 ",3," $7,061.00 ", 1 , 1 ," $9,188.00 ",1," $4,594.00 ", -   , -   , $-   ,0, $-   
00711300,ARIZONA CHRISTIAN UNIVERSITY,AZ,850327097,PRIVATE, 150 , 151 ," $6,42,754.00 ",152," $3,24,868.00 ", 168 , 173 ," $7,61,275.00 ",175," $3,86,783.00 ", 11 , 13 ," $1,39,458.00 ",13," $73,208.00 ", -   , -   , $-   ,0, $-   
00726600,PIMA COUNTY COMMUNITY COLLEGE,AZ,857095000,PUBLIC," 2,911 "," 2,939 "," $91,17,990.00 ","2,944"," $46,21,468.00 "," 2,399 "," 2,427 "," $83,36,641.00 ","2,431"," $42,26,450.00 ", 14 , 15 ," $73,400.00 ",15," $36,816.00 ", -   , -   , $-   ,0, $-   
00728300,CENTRAL ARIZONA COLLEGE,AZ,852289779,PUBLIC, 699 , 704 ," $24,74,004.00 ",705," $12,46,391.00 ", 709 , 722 ," $31,25,920.00 ",722," $15,60,904.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00822100,UNIVERSAL TECHNICAL INSTITUTE,AZ,853237946,PROPRIETARY," 2,956 "," 2,985 "," $1,02,86,023.00 ","3,062"," $53,76,036.00 "," 2,954 "," 3,102 "," $1,12,82,462.00 ","3,179"," $58,10,346.00 ", 930 , 971 ," $80,60,052.00 ",985," $40,70,896.00 ", -   , -   , $-   ,0, $-   
00830300,GATEWAY COMMUNITY COLLEGE,AZ,850341795,PUBLIC," 1,225 "," 1,255 "," $42,22,956.00 ","1,292"," $21,68,783.00 "," 1,294 "," 1,311 "," $69,03,063.00 ","1,323"," $34,95,469.00 ", 3 , 3 ," $26,492.00 ",3," $13,246.00 ", -   , -   , $-   ,0, $-   
00830400,SCOTTSDALE COMMUNITY COLLEGE,AZ,852562626,PUBLIC, 954 , 963 ," $33,75,905.00 ",963," $17,20,874.00 ", 495 , 513 ," $20,15,707.00 ",513," $10,39,316.00 ", 8 , 8 ," $81,260.00 ",8," $40,630.00 ", -   , -   , $-   ,0, $-   
00945100,BROWN MACKIE COLLEGE,AZ,857125300,PROPRIETARY, 504 , 514 ," $16,58,428.00 ",538," $6,45,876.00 ", 478 , 585 ," $19,14,162.00 ",611," $7,40,096.00 ", 13 , 14 ," $69,446.00 ",15," $25,828.00 ", -   , -   , $-   ,0, $-   
01084700,ARIZONA AUTOMOTIVE INSTITUTE,AZ,853013503,PROPRIETARY, 65 , 65 ," $1,03,179.00 ",67," $98,889.00 ", 52 , 53 ," $93,103.00 ",55," $92,206.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
01085800,AVALON SCHOOL OF COSMETOLOGY,AZ,852104010,PROPRIETARY, 121 , 121 ," $3,86,741.00 ",126," $2,05,381.00 ", 63 , 63 ," $2,12,322.00 ",66," $1,10,762.00 ", 3 , 3 ," $13,906.00 ",3," $6,954.00 ", -   , -   , $-   ,0, $-   
01168900,REFRIGERATION SCHOOL (THE),AZ,850341894,PROPRIETARY, 25 , 25 ," $25,896.00 ",27," $21,532.00 ", 25 , 25 ," $32,571.00 ",26," $26,736.00 ", 3 , 3 ," $32,144.00 ",3," $15,387.00 ", -   , -   , $-   ,0, $-   
01218400,INTERNATIONAL ACADEMY OF HAIR DESIGN,AZ,852024887,PROPRIETARY, 28 , 30 ," $72,981.00 ",31," $36,788.00 ", 30 , 32 ," $1,12,933.00 ",34," $58,346.00 ", 4 , 4 ," $12,635.00 ",4," $6,318.00 ", -   , -   , $-   ,0, $-   
02065200,ITT TECHNICAL INSTITUTE,AZ,852829272,PROPRIETARY, 425 , 432 ," $17,41,803.00 ",432," $6,20,393.00 ", 420 , 425 ," $23,09,055.00 ",425," $8,28,190.00 ", 43 , 43 ," $4,40,430.00 ",43," $1,53,009.00 ", -   , -   , $-   ,0, $-   
02071200,KAPLAN COLLEGE,AZ,850294349,PROPRIETARY, 104 , 105 ," $4,00,530.00 ",113," $1,90,637.00 ", 100 , 110 ," $4,13,722.00 ",117," $1,88,062.00 ", 1 , 1 ," $8,161.00 ",1," $4,081.00 ", -   , -   , $-   ,0, $-   
02098800,UNIVERSITY OF PHOENIX,AZ,852822371,PROPRIETARY," 67,590 "," 68,099 "," $28,33,22,438.00 ","70,312"," $15,48,30,040.00 "," 62,730 "," 63,556 "," $37,50,06,008.00 ","65,830"," $19,85,64,964.00 ", 112 , 114 ," $6,50,453.00 ",115," $3,49,794.00 ", 26 , 27 ," $2,69,729.00 ",31," $1,50,080.00 "
02100500,UNIVERSAL TECHNICAL INSTITUTE,AZ,850279969,PROPRIETARY," 1,910 "," 1,934 "," $70,19,151.00 ","2,080"," $35,24,813.00 "," 1,893 "," 2,084 "," $82,12,742.00 ","2,237"," $41,12,721.00 ", 474 , 505 ," $34,85,129.00 ",523," $17,60,300.00 ", -   , -   , $-   ,0, $-   
02100600,CARRINGTON COLLEGE,AZ,850154096,PROPRIETARY," 1,052 "," 1,053 "," $38,02,992.00 ","1,072"," $19,41,284.00 "," 1,039 "," 1,047 "," $57,19,643.00 ","1,064"," $29,09,898.00 ", 63 , 63 ," $4,00,626.00 ",63," $2,00,327.00 ", -   , -   , $-   ,0, $-   
02146600,SOUTH MOUNTAIN COMMUNITY COLLEGE,AZ,850405898,PUBLIC, 193 , 196 ," $6,31,874.00 ",199," $3,22,488.00 ", 151 , 153 ," $5,94,914.00 ",155," $3,04,879.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02171500,WESTERN INTERNATIONAL UNIVERSITY,AZ,850212718,PROPRIETARY, 214 , 217 ," $10,17,435.00 ",221," $5,29,726.00 ", 216 , 217 ," $16,34,210.00 ",221," $8,41,433.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02174900,COLLINS COLLEGE,AZ,850404000,PROPRIETARY, 101 , 103 ," $5,13,005.00 ",150," $2,56,633.00 ", 107 , 108 ," $5,23,347.00 ",158," $2,71,727.00 ", 15 , 15 ," $1,87,577.00 ",23," $89,124.00 ", -   , -   , $-   ,0, $-   
02177500,RIO SALADO COMMUNITY COLLEGE,AZ,852816948,PUBLIC," 2,227 "," 2,259 "," $71,84,389.00 ","2,498"," $41,56,533.00 "," 2,317 "," 2,341 "," $1,25,43,164.00 ","2,572"," $71,37,393.00 ", 1 , 1 ," $12,772.00 ",1," $6,386.00 ", -   , -   , $-   ,0, $-   
02192300,MARICOPA BEAUTY COLLEGE,AZ,853232226,PROPRIETARY, 24 , 24 ," $70,989.00 ",25," $36,029.00 ", 23 , 23 ," $50,146.00 ",26," $25,638.00 ", 3 , 3 ," $16,900.00 ",3," $8,450.00 ", -   , -   , $-   ,0, $-   
02199900,AMERICAN INDIAN COLLEGE OF THE ASSEMBLIES OF GOD,AZ,850212199,PRIVATE, 19 , 19 ," $77,769.00 ",19," $62,039.00 ", 12 , 12 ," $44,805.00 ",12," $36,500.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02217100,PIMA MEDICAL INSTITUTE,AZ,857162800,PROPRIETARY, 901 , 903 ," $31,53,489.00 ",931," $17,29,694.00 ", 899 ," 1,156 "," $40,04,868.00 ","1,220"," $20,96,204.00 ", 43 , 43 ," $2,16,552.00 ",44," $1,13,443.00 ", -   , -   , $-   ,0, $-   
02218800,BROOKLINE COLLEGE,AZ,850215815,PROPRIETARY, 256 , 256 ," $8,90,565.00 ",259," $4,51,012.00 ", 235 , 239 ," $12,45,672.00 ",248," $6,13,628.00 ", 9 , 9 ," $43,106.00 ",9," $23,430.00 ", -   , -   , $-   ,0, $-   
02263100,ANTHEM COLLEGE,AZ,850144973,PROPRIETARY, 481 , 481 ," $16,50,510.00 ",488," $8,46,374.00 ", 441 , 654 ," $17,65,381.00 ",666," $8,89,430.00 ", 34 , 34 ," $2,22,532.00 ",34," $1,09,280.00 ", -   , -   , $-   ,0, $-   
02295000,EVEREST COLLEGE PHOENIX,AZ,850211610,PROPRIETARY," 1,798 "," 1,818 "," $62,89,010.00 ","1,850"," $23,22,211.00 "," 1,784 "," 3,155 "," $96,42,273.00 ","3,194"," $35,36,178.00 ", 15 , 15 ," $75,388.00 ",15," $28,154.00 ", -   , -   , $-   ,0, $-   
02317800,AMERICAN INSTITUTE OF TECHNOLOGY,AZ,850434729,PROPRIETARY, 164 , 164 ," $4,21,679.00 ",171," $2,17,792.00 ", 152 , 152 ," $3,62,312.00 ",159," $1,90,527.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02361100,ITT TECHNICAL INSTITUTE,AZ,857045829,PROPRIETARY, 338 , 343 ," $13,32,796.00 ",346," $4,80,667.00 ", 343 , 345 ," $18,50,826.00 ",347," $6,71,267.00 ", 48 , 48 ," $4,59,525.00 ",48," $1,54,957.00 ", -   , -   , $-   ,0, $-   
02521500,LAMSON COLLEGE,AZ,852841141,PROPRIETARY, -   , -   , $-   ,0, $-   , 1 , 1 , $667.00 ,1, $667.00 , 1 , 1 ," $6,800.00 ",1," $2,266.00 ", -   , -   , $-   ,0, $-   
02559000,UNIVERSITY OF ADVANCING COMPUTER TECHNOLOGY,AZ,852831056,PROPRIETARY, 238 , 240 ," $10,44,133.00 ",241," $5,04,554.00 ", 259 , 264 ," $11,68,230.00 ",265," $5,51,573.00 ", 66 , 67 ," $12,71,801.00 ",67," $6,83,858.00 ", -   , -   , $-   ,0, $-   
02561900,BRILLARE HAIRDRESSING ACADEMY,AZ,852543301,PROPRIETARY, 38 , 38 ," $1,27,591.00 ",40," $66,249.00 ", 44 , 45 ," $2,05,424.00 ",47," $1,05,832.00 ", 6 , 6 ," $36,900.00 ",6," $18,450.00 ", -   , -   , $-   ,0, $-   
02582700,CORTIVA INSTITUTE - TUCSON,AZ,857103503,PROPRIETARY, 56 , 57 ," $1,52,847.00 ",57," $64,986.00 ", 58 , 58 ," $2,18,426.00 ",58," $93,403.00 ", 1 , 1 ," $11,000.00 ",1," $3,668.00 ", -   , -   , $-   ,0, $-   
02616700,LE CORDON BLEU COLLEGE OF CULINARY ARTS,AZ,852512729,PROPRIETARY, 640 , 642 ," $24,41,956.00 ",653," $12,25,091.00 ", 630 , 631 ," $31,12,569.00 ",645," $15,67,566.00 ", 1 , 1 ," $18,900.00 ",1," $9,450.00 ", -   , -   , $-   ,0, $-   
02623600,PARADISE VALLEY COMMUNITY COLLEGE,AZ,850321210,PUBLIC, -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , 1 , 1 ," $4,000.00 ",1," $4,000.00 ", -   , -   , $-   ,0, $-   
02623800,CORTIVA INSTITUTE - SCOTTSDALE,AZ,852574218,PROPRIETARY, 55 , 55 ," $1,53,558.00 ",55," $59,286.00 ", 62 , 62 ," $2,58,978.00 ",62," $1,03,481.00 ", 5 , 6 ," $47,304.00 ",6," $18,770.00 ", -   , -   , $-   ,0, $-   
03005000,SAFFORD COLLEGE OF BEAUTY CULTURE,AZ,855463309,PROPRIETARY, 15 , 15 ," $51,558.00 ",19," $17,190.00 ", 10 , 10 ," $37,000.00 ",13," $11,979.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
03034400,CONSERVATORY OF RECORDING ARTS & SCIENCES,AZ,852821707,PROPRIETARY, 142 , 142 ," $3,36,992.00 ",143," $2,01,731.00 ", 147 , 147 ," $4,36,115.00 ",147," $2,52,783.00 ", 42 , 43 ," $4,96,127.00 ",44," $2,60,544.00 ", -   , -   , $-   ,0, $-   
03076400,BRYMAN SCHOOL OF ARIZONA (THE),AZ,850294919,PROPRIETARY, 444 , 444 ," $14,90,694.00 ",444," $7,52,440.00 ", 529 , 720 ," $21,60,995.00 ",724," $10,86,778.00 ", 35 , 35 ," $2,29,542.00 ",36," $1,13,561.00 ", -   , -   , $-   ,0, $-   
03097800,CARSTEN AVEDA INSTITUTE,AZ,852825404,PROPRIETARY, 18 , 18 ," $55,680.00 ",18," $27,841.00 ", 19 , 19 ," $97,139.00 ",21," $50,753.00 ", 2 , 2 ," $10,500.00 ",2," $5,250.00 ", -   , -   , $-   ,0, $-   
03100400,COCONINO COUNTY COMMUNITY COLLEGE,AZ,860012701,PUBLIC, 470 , 473 ," $16,03,329.00 ",481," $7,94,080.00 ", 342 , 347 ," $15,92,103.00 ",353," $7,87,001.00 ", 6 , 6 ," $36,986.00 ",6," $18,493.00 ", -   , -   , $-   ,0, $-   
03107000,SOUTHWEST COLLEGE OF NATUROPATHIC MEDICINE & HEALTH SCIENCES,AZ,852821751,PRIVATE, 287 , 287 ," $8,09,714.00 ",287," $8,09,714.00 ", 289 , 289 ," $27,41,188.00 ",289," $27,14,319.00 ", -   , -   , $-   ,0, $-   , 8 , 8 ," $1,35,321.00 ",8," $84,274.00 "
03115000,ARIZONA COLLEGE OF ALLIED HEALTH,AZ,853023843,PROPRIETARY, 26 , 27 ," $85,998.00 ",46," $54,329.00 ", 25 , 26 ," $1,28,742.00 ",44," $82,438.00 ", 5 , 5 ," $25,101.00 ",5," $11,378.00 ", -   , -   , $-   ,0, $-   
03120300,COLLEGEAMERICA - FLAGSTAFF,AZ,860043936,PROPRIETARY, 91 , 91 ," $3,24,795.00 ",96," $1,68,277.00 ", 90 , 90 ," $4,89,121.00 ",95," $2,50,740.00 ", 1 , 1 ," $4,104.00 ",1," $2,052.00 ", -   , -   , $-   ,0, $-   
03156300,ESTRELLA MOUNTAIN COMMUNITY COLLEGE,AZ,853921010,PUBLIC," 1,183 "," 1,193 "," $41,57,904.00 ","1,202"," $21,13,162.00 ", 526 , 542 ," $24,59,061.00 ",553," $12,64,266.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
03478400,PHOENIX SEMINARY,AZ,850187611,PRIVATE, 11 , 11 ," $31,689.00 ",11," $15,847.00 ", 7 , 7 ," $14,647.00 ",7," $7,325.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
03593300,SOUTHWEST INSTITUTE OF HEALING ARTS,AZ,852813658,PROPRIETARY, 29 , 29 ," $85,957.00 ",30," $44,130.00 ", 31 , 31 ," $1,42,957.00 ",32," $73,153.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
03617500,PHOENIX INSTITUTE OF HERBAL MEDICINE & ACUPUNCTURE,AZ,850121275,PROPRIETARY, 64 , 64 ," $5,09,874.00 ",64," $2,54,936.00 ", 63 , 64 ," $7,20,422.00 ",64," $3,62,710.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
03695500,ARIZONA SCHOOL OF ACUPUNCTURE AND ORIENTAL MEDICINE,AZ,857121100,PROPRIETARY, 27 , 28 ," $2,14,833.00 ",28," $1,07,417.00 ", 26 , 28 ," $2,83,000.00 ",28," $1,41,500.00 ", -   , -   , $-   ,0, $-   , 3 , 3 ," $18,667.00 ",3," $9,334.00 "
03813300,NORTHCENTRAL UNIVERSITY,AZ,863142336,PROPRIETARY, 1 , 1 ," $5,500.00 ",1," $2,750.00 ", 1 , 1 ," $2,510.00 ",1," $2,490.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
03814300,TURNING POINT BEAUTY COLLEGE,AZ,852224229,PROPRIETARY, 10 , 10 ," $35,000.00 ",15," $29,750.00 ", 10 , 10 ," $58,385.00 ",15," $49,385.00 ", 1 , 1 ," $10,235.00 ",1," $5,117.00 ", -   , -   , $-   ,0, $-   
04051300,ART INSTITUTE OF PHOENIX (THE),AZ,850212859,PROPRIETARY, 619 , 633 ," $21,85,192.00 ","1,118"," $13,92,077.00 ", 618 , 632 ," $28,52,616.00 ","1,113"," $17,92,591.00 ", 174 , 177 ," $28,74,446.00 ",327," $18,03,300.00 ", -   , -   , $-   ,0, $-   
04120900,ARIZONA CULINARY INSTITUTE,AZ,852594939,PROPRIETARY, 27 , 27 ," $94,500.00 ",27," $47,250.00 ", 27 , 27 ," $1,37,236.00 ",27," $68,000.00 ", 14 , 14 ," $2,57,422.00 ",14," $1,28,713.00 ", -   , -   , $-   ,0, $-   
04131400,PHOENIX SCHOOL OF LAW,AZ,850044418,PROPRIETARY, 266 , 266 ," $22,55,970.00 ",267," $11,34,221.00 ", 271 , 271 ," $33,28,218.00 ",272," $16,76,829.00 ", -   , -   , $-   ,0, $-   , 220 , 247 ," $61,59,941.00 ",249," $31,16,785.00 "
00111100,ALLAN HANCOCK COLLEGE,CA,934546399,PUBLIC, 5 , 5 ," $17,750.00 ",5," $8,875.00 ", 4 , 4 ," $9,571.00 ",4," $4,786.00 ", 1 , 1 ," $17,100.00 ",1," $8,550.00 ", -   , -   , $-   ,0, $-   
00111300,ANTELOPE VALLEY COLLEGE,CA,935365426,PUBLIC, 805 , 806 ," $30,17,678.00 ",806," $15,13,060.00 ", 712 , 714 ," $38,56,371.00 ",714," $19,25,325.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00111600,ART CENTER COLLEGE OF DESIGN,CA,911031999,PRIVATE, 547 , 547 ," $22,75,678.00 ",547," $13,48,321.00 ", 545 , 548 ," $25,23,624.00 ",548," $15,10,306.00 ", 75 , 76 ," $23,48,243.00 ",77," $10,26,955.00 ", 22 , 23 ," $7,02,246.00 ",23," $3,06,333.00 "
00111700,AZUSA PACIFIC UNIVERSITY,CA,917027000,PRIVATE, 1 , 1 ," $1,000.00 ",1," $1,000.00 ", 3 , 3 ," $13,974.00 ",3," $13,974.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00111800,BAKERSFIELD COLLEGE,CA,933051299,PUBLIC, 284 , 286 ," $10,19,862.00 ",286," $5,20,505.00 ", 244 , 253 ," $10,97,955.00 ",253," $5,63,034.00 ", 2 , 2 ," $16,400.00 ",2," $8,200.00 ", -   , -   , $-   ,0, $-   
00112000,AMERICAN BAPTIST SEMINARY OF THE WEST,CA,947043029,PRIVATE, 28 , 28 ," $2,18,685.00 ",28," $1,08,235.00 ", 27 , 27 ," $3,08,499.00 ",27," $1,54,094.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00112100,BETHANY UNIVERSITY OF THE ASSEMBLIES OF GOD,CA,950662896,PRIVATE, 81 , 81 ," $3,82,331.00 ",81," $1,94,975.00 ", 76 , 76 ," $3,49,729.00 ",76," $1,78,662.00 ", 9 , 9 ," $1,07,432.00 ",9," $53,716.00 ", -   , -   , $-   ,0, $-   
00112200,BIOLA UNIVERSITY,CA,906390001,PRIVATE," 2,482 "," 2,488 "," $1,29,48,805.00 ","2,524"," $66,97,941.00 "," 2,213 "," 2,531 "," $88,00,418.00 ","2,582"," $44,25,419.00 ", 395 , 408 ," $71,80,841.00 ",421," $38,11,477.00 ", 2 , 2 ," $21,506.00 ",2," $9,119.00 "
00112300,BROOKS INSTITUTE,CA,931031809,PROPRIETARY, 257 , 262 ," $11,07,364.00 ",398," $4,64,293.00 ", 279 , 282 ," $12,33,122.00 ",430," $5,32,445.00 ", 38 , 41 ," $9,03,636.00 ",64," $3,56,377.00 ", 1 , 1 ," $20,000.00 ",1," $5,000.00 "
00112400,CABRILLO COLLEGE,CA,950033194,PUBLIC, 93 , 93 ," $3,47,927.00 ",93," $1,74,219.00 ", 70 , 70 ," $3,56,179.00 ",70," $1,78,781.00 ", 1 , 1 ," $10,000.00 ",1," $5,000.00 ", -   , -   , $-   ,0, $-   
00112500,CALIFORNIA BAPTIST UNIVERSITY,CA,925043297,PRIVATE," 1,982 "," 1,995 "," $79,09,089.00 ","1,995"," $53,70,697.00 "," 2,026 "," 2,064 "," $84,93,796.00 ","2,064"," $61,68,677.00 ", 235 , 239 ," $34,19,063.00 ",243," $18,80,050.00 ", 13 , 13 ," $1,28,096.00 ",13," $68,669.00 "
00112700,CALIFORNIA COLLEGE OF THE ARTS,CA,941072206,PRIVATE, 699 , 707 ," $39,25,619.00 ",707," $20,09,509.00 ", 704 , 732 ," $44,95,984.00 ",732," $24,01,592.00 ", 126 , 132 ," $18,46,052.00 ",134," $9,61,431.00 ", 139 , 159 ," $17,77,272.00 ",159," $9,26,539.00 "
00113200,CALIFORNIA INSTITUTE OF THE ARTS,CA,913552397,PRIVATE, 847 , 848 ," $52,00,741.00 ",853," $26,34,695.00 ", 870 , 897 ," $59,12,249.00 ",902," $30,01,142.00 ", 132 , 148 ," $35,49,879.00 ",149," $17,57,294.00 ", 168 , 189 ," $29,01,884.00 ",189," $14,44,586.00 "
00113300,CALIFORNIA LUTHERAN UNIVERSITY,CA,913602787,PRIVATE," 1,264 "," 1,272 "," $71,55,602.00 ","1,274"," $31,77,741.00 "," 1,259 "," 1,326 "," $81,47,344.00 ","1,328"," $34,94,333.00 ", 274 , 287 ," $30,91,024.00 ",288," $15,81,329.00 ", 24 , 24 ," $2,83,442.00 ",24," $1,05,200.00 "
00113400,CALIFORNIA MARITIME ACADEMY,CA,945908181,PUBLIC, 320 , 322 ," $15,02,503.00 ",322," $7,56,932.00 ", 331 , 336 ," $15,02,716.00 ",337," $7,57,834.00 ", 126 , 126 ," $17,76,096.00 ",128," $9,01,338.00 ", -   , -   , $-   ,0, $-   
00113700,"CALIFORNIA STATE UNIVERSITY, FULLERTON",CA,928313599,PUBLIC," 5,984 "," 6,087 "," $2,91,95,376.00 ","6,090"," $1,51,17,839.00 "," 4,859 "," 4,926 "," $2,76,38,246.00 ","4,927"," $1,42,27,550.00 ", 134 , 139 ," $12,70,233.00 ",141," $6,45,865.00 ", 40 , 40 ," $4,46,755.00 ",40," $2,23,234.00 "
00113800,"CALIFORNIA STATE UNIVERSITY, EAST BAY",CA,945423000,PUBLIC," 1,238 "," 1,240 "," $65,58,076.00 ","1,241"," $23,25,703.00 "," 1,074 "," 1,084 "," $69,52,794.00 ","1,085"," $24,60,539.00 ", 81 , 81 ," $9,54,172.00 ",81," $3,24,462.00 ", 2 , 2 ," $17,523.00 ",2," $5,843.00 "
00113900,"CALIFORNIA STATE UNIVERSITY, LONG BEACH",CA,908400006,PUBLIC, -   , -   , $-   ,0, $-   , 2 , 2 ," $5,802.00 ",2," $5,802.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00114000,"CALIFORNIA STATE UNIVERSITY, LOS ANGELES",CA,900324226,PUBLIC, -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , 20 , 20 ," $2,27,588.00 ",20," $77,539.00 ", 6 , 6 ," $52,462.00 ",6," $21,489.00 "
00114400,"CALIFORNIA STATE POLYTECHNIC UNIVERSITY, POMONA",CA,917682500,PUBLIC," 3,285 "," 3,346 "," $1,51,68,960.00 ","3,346"," $55,21,536.00 "," 2,664 "," 2,738 "," $1,32,55,048.00 ","2,738"," $48,52,437.00 ", 104 , 106 ," $9,69,243.00 ",106," $3,48,106.00 ", 1 , 1 ," $7,407.00 ",1," $2,469.00 "
00114700,"CALIFORNIA STATE UNIVERSITY, FRESNO",CA,937408026,PUBLIC," 4,919 "," 5,012 "," $2,40,73,353.00 ","5,012"," $1,24,87,940.00 "," 3,693 "," 3,800 "," $1,98,54,095.00 ","3,800"," $1,03,15,205.00 ", 141 , 146 ," $14,36,245.00 ",146," $7,30,780.00 ", 3 , 3 ," $44,051.00 ",3," $22,026.00 "
00115100,SAN DIEGO STATE UNIVERSITY,CA,921821690,PUBLIC, -   , -   , $-   ,0, $-   , 1 , 1 ," $12,000.00 ",1," $6,000.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00115400,SAN FRANCISCO STATE UNIVERSITY,CA,941321740,PUBLIC, -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , 998 ," 1,006 "," $1,22,79,058.00 ","1,008"," $63,04,280.00 ", 20 , 22 ," $1,94,311.00 ",23," $1,00,963.00 "
00115500,SAN JOSE STATE UNIVERSITY,CA,951920036,PUBLIC," 5,964 "," 6,174 "," $3,00,95,590.00 ","6,179"," $1,57,44,194.00 "," 4,168 "," 4,324 "," $2,37,36,402.00 ","4,327"," $1,22,82,966.00 ", 196 , 196 ," $21,65,434.00 ",197," $11,04,302.00 ", 16 , 17 ," $98,582.00 ",17," $50,791.00 "
00115700,"CALIFORNIA STATE UNIVERSITY, STANISLAUS",CA,953820299,PUBLIC," 2,257 "," 2,281 "," $1,07,99,171.00 ","2,281"," $57,38,750.00 "," 1,668 "," 1,717 "," $90,13,172.00 ","1,717"," $48,73,831.00 ", 100 , 102 ," $9,02,318.00 ",102," $4,70,939.00 ", 8 , 8 ," $83,370.00 ",8," $44,185.00 "
00116100,CERRITOS COMMUNITY COLLEGE,CA,906506296,PUBLIC, 129 , 129 ," $4,90,810.00 ",129," $2,48,952.00 ", 29 , 29 ," $1,20,136.00 ",29," $62,793.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
